22:20:10.497 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
22:20:11.967 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:JSX"  time=0ms
22:20:11.967 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:ANY created
22:20:11.968 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:ANY" time=0ms. Total: 0.0099ms
22:20:11.968 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:ANY]"  value=0ms
22:20:11.968 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:ANY"  time=0ms
22:20:11.968 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:MSBuild created
22:20:11.968 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:MSBuild" time=0ms. Total: 0.0122ms
22:20:11.968 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:MSBuild]"  value=0ms
22:20:11.968 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:MSBuild"  time=0ms
22:20:11.968 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:MSTestAccessor created
22:20:11.968 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:MSTestAccessor" time=0ms. Total: 0.014ms
22:20:11.968 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:MSTestAccessor]"  value=0ms
22:20:11.969 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:MSTestAccessor"  time=0ms
22:20:11.969 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:NAnt created
22:20:11.969 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:NAnt" time=0ms. Total: 0.0226ms
22:20:11.969 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:NAnt]"  value=0ms
22:20:11.969 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:NAnt"  time=0ms
22:20:11.969 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:Proto created
22:20:11.969 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:Proto" time=0ms. Total: 0.011ms
22:20:11.969 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:Proto]"  value=0ms
22:20:11.969 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:Proto"  time=0ms
22:20:11.969 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:RAZOR_COMPONENT created
22:20:11.970 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:RAZOR_COMPONENT" time=0ms. Total: 0.0131ms
22:20:11.970 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:RAZOR_COMPONENT]"  value=0ms
22:20:11.970 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:RAZOR_COMPONENT"  time=0ms
22:20:11.970 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:RAZOR_CSHARP created
22:20:11.970 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:RAZOR_CSHARP" time=0ms. Total: 0.0201ms
22:20:11.970 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:RAZOR_CSHARP]"  value=0ms
22:20:11.970 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:RAZOR_CSHARP"  time=0ms
22:20:11.970 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:RAZOR created
22:20:11.971 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:RAZOR" time=0ms. Total: 0.0123ms
22:20:11.971 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:RAZOR]"  value=0ms
22:20:11.971 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:RAZOR"  time=0ms
22:20:11.971 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:RESJSON created
22:20:11.971 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:RESJSON" time=0ms. Total: 0.0108ms
22:20:11.971 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:RESJSON]"  value=0ms
22:20:11.971 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:RESJSON"  time=0ms
22:20:11.971 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:Resw created
22:20:11.971 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:Resw" time=0ms. Total: 0.0135ms
22:20:11.971 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:Resw]"  value=0ms
22:20:11.971 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:Resw"  time=0ms
22:20:11.972 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:Resx created
22:20:11.972 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:Resx" time=0ms. Total: 0.0104ms
22:20:11.972 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:Resx]"  value=0ms
22:20:11.972 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:Resx"  time=0ms
22:20:11.972 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:Skin created
22:20:11.972 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:Skin" time=0ms. Total: 0.0118ms
22:20:11.972 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:Skin]"  value=0ms
22:20:11.972 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:Skin"  time=0ms
22:20:11.972 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:TSX created
22:20:11.973 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:TSX" time=0ms. Total: 0.021ms
22:20:11.973 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:TSX]"  value=0ms
22:20:11.973 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:TSX"  time=0ms
22:20:11.973 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:TS created
22:20:11.973 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:TS" time=0ms. Total: 0.012ms
22:20:11.973 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:TS]"  value=0ms
22:20:11.973 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:TS"  time=0ms
22:20:11.973 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:UNKNOWN created
22:20:11.973 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:UNKNOWN" time=0ms. Total: 0.0123ms
22:20:11.973 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:UNKNOWN]"  value=0ms
22:20:11.973 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:UNKNOWN"  time=0ms
22:20:11.973 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:UNKNOWN_TEXTUAL created
22:20:11.973 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:UNKNOWN_TEXTUAL" time=0ms. Total: 0.0099ms
22:20:11.973 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:UNKNOWN_TEXTUAL]"  value=0ms
22:20:11.973 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:UNKNOWN_TEXTUAL"  time=0ms
22:20:11.974 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:VBASIC created
22:20:11.974 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:VBASIC" time=0ms. Total: 0.0104ms
22:20:11.974 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:VBASIC]"  value=0ms
22:20:11.974 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:VBASIC"  time=0ms
22:20:11.974 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:VBS created
22:20:11.974 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:VBS" time=0ms. Total: 0.0138ms
22:20:11.974 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:VBS]"  value=0ms
22:20:11.974 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:VBS"  time=0ms
22:20:11.974 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:Web.Config created
22:20:11.975 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:Web.Config" time=0ms. Total: 0.0107ms
22:20:11.975 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:Web.Config]"  value=0ms
22:20:11.975 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:Web.Config"  time=0ms
22:20:11.975 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:XAML created
22:20:11.975 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:XAML" time=0ms. Total: 0.0101ms
22:20:11.975 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:XAML]"  value=0ms
22:20:11.975 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:XAML"  time=0ms
22:20:11.975 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:XML created
22:20:11.975 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:XML" time=0ms. Total: 0.0096ms
22:20:11.975 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:XML]"  value=0ms
22:20:11.975 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:XML"  time=0ms
22:20:11.975 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:XSD created
22:20:11.975 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:XSD" time=0ms. Total: 0.0096ms
22:20:11.975 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:XSD]"  value=0ms
22:20:11.975 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:XSD"  time=0ms
22:20:11.976 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:BINARY created
22:20:11.976 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:BINARY" time=0ms. Total: 0.0115ms
22:20:11.976 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:BINARY]"  value=0ms
22:20:11.976 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:BINARY"  time=0ms
22:20:11.976 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:Nuspec created
22:20:11.976 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:Nuspec" time=0ms. Total: 0.0111ms
22:20:11.976 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:Nuspec]"  value=0ms
22:20:11.976 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:Nuspec"  time=0ms
22:20:11.976 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:JSON_NEW created
22:20:11.976 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:JSON_NEW" time=0ms. Total: 0.0151ms
22:20:11.976 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:JSON_NEW]"  value=0ms
22:20:11.976 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:JSON_NEW"  time=0ms
22:20:11.976 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:FBX created
22:20:11.977 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:FBX" time=0ms. Total: 0.0102ms
22:20:11.977 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:FBX]"  value=0ms
22:20:11.977 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:FBX"  time=0ms
22:20:11.977 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:Meta created
22:20:11.977 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:Meta" time=0ms. Total: 0.0105ms
22:20:11.977 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:Meta]"  value=0ms
22:20:11.977 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:Meta"  time=0ms
22:20:11.977 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:UnityYaml created
22:20:11.977 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:UnityYaml" time=0ms. Total: 0.0111ms
22:20:11.977 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:UnityYaml]"  value=0ms
22:20:11.977 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:UnityYaml"  time=0ms
22:20:11.977 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:INPUTACTIONS created
22:20:11.978 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:INPUTACTIONS" time=0ms. Total: 0.0104ms
22:20:11.978 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:INPUTACTIONS]"  value=0ms
22:20:11.978 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:INPUTACTIONS"  time=0ms
22:20:11.978 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:ASMDEF created
22:20:11.987 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:ASMDEF" time=0ms. Total: 0.0295ms
22:20:11.987 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:ASMDEF]"  value=0ms
22:20:11.987 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:ASMDEF"  time=0ms
22:20:11.987 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:ASMREF created
22:20:11.987 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:ASMREF" time=0ms. Total: 0.0158ms
22:20:11.987 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:ASMREF]"  value=0ms
22:20:11.987 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:ASMREF"  time=0ms
22:20:11.987 |V| ComponentStorage              | JetPool(S) #1:14   | ProjectFileType:YAML created
22:20:11.988 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.ProjectFileType:YAML" time=0ms. Total: 0.0105ms
22:20:11.988 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[ProjectFileType:YAML]"  value=0ms
22:20:11.988 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: ProjectFileType:YAML"  time=0ms
22:20:11.988 |V| ComponentStorage              | :1                 | FeatureParts created
22:20:11.989 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: FeatureParts”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
22:20:12.123 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.FeatureParts" time=131ms. Total: 132.8589ms
22:20:12.123 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[FeatureParts]"  value=131ms
22:20:12.123 |V| ComponentStorage              | :1                 | <Measured> "Compose: FeatureParts"  time=134ms
22:20:12.185 |V| ComponentStorage              | :1                 | FeedbackPageContainer created
22:20:12.185 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: FeedbackPageContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
22:20:12.185 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.FeedbackPageContainer" time=0ms. Total: 0.0513ms
22:20:12.185 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[FeedbackPageContainer]"  value=0ms
22:20:12.185 |V| ComponentStorage              | :1                 | <Measured> "Compose: FeedbackPageContainer"  time=0ms
22:20:12.186 |V| ComponentStorage              | :1                 | ReportAttachmentPartsContainer created
22:20:12.186 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: ReportAttachmentPartsContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
22:20:12.188 |V| SelfProfilingTool             | :1                 | SELF_PROFILING_CUSTOM_URL=<NULL>
22:20:12.190 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.ReportAttachmentPartsContainer" time=3ms. Total: 3.81ms
22:20:12.190 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[ReportAttachmentPartsContainer]"  value=3ms
22:20:12.190 |V| ComponentStorage              | :1                 | <Measured> "Compose: ReportAttachmentPartsContainer"  time=3ms
22:20:12.190 |V| ComponentStorage              | :1                 | UserIdentificatorPartsContainer created
22:20:12.191 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: UserIdentificatorPartsContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
22:20:12.191 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.UserIdentificatorPartsContainer" time=0ms. Total: 0.0186ms
22:20:12.191 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[UserIdentificatorPartsContainer]"  value=0ms
22:20:12.191 |V| ComponentStorage              | :1                 | <Measured> "Compose: UserIdentificatorPartsContainer"  time=0ms
22:20:12.205 |V| AddProductIdentityToLogs      | :1                 | RiderFlow Wave 223
22:20:12.205 |V| AddProductIdentityToLogs      | :1                 | JetBrains RiderFlow 2022.3 EAP 9 D Build 223.0.20230224.195614-eap09d
22:20:12.207 |V| AddProductIdentityToLogs      | :1                 | Subproducts: (0pcs)[]
22:20:12.208 |V| AddProductIdentityToLogs      | :1                 | Zones: (63pcs)[CodeInspectionPageImplZone, DaemonEngineZone, DaemonZone, ExternalSourcesZone, IAspMvcZone, IClrImplementationHostZone, IClrPsiLanguageZone, ICodeEditingOptionsPageImplZone, ICodeEditingZone, IConsoleEnvironmentZone, ICpuArchitectureHostZone, IDocumentModelZone, IEnvironmentZone, IHostSolutionZone, IInternalVisibilityZone, ILanguageAspZone, ILanguageCSharpZone, ILanguageHtmlZone, ILanguageIlZone, ILanguageJsonNewZone, ILanguageRazorZone, ILanguageRegExpZone, ILanguageResxZone, ILanguageRouteTemplateZone, ILanguageVBZone, ILanguageXamlZone, ILanguageYamlZone, ILinuxHostZone, INativePsiLanguageZone, INetCoreHostZone, INuGetZone, IOperatingSystemHostZone, IOuterWorldConnectEnvZone, IParameterInfoZone, IProjectModelZone, IProjectsHostLiveTrackingZone, IPsiAssemblyFileLoaderImplZone, IPsiLanguageZone, IPublicVisibilityZone, IRdActionsBackendZone, IRdFrameworkZone, IResharperHostCoreFeatureZone, IResharperHostCorePlatformZone, IRiderFlowFeatureEnvironmentZone, IRiderFlowFeatureZone, IRiderFlowProductEnvironmentZone, IRiderFlowUnityPluginZone, IRiderModelZone, ISinceClr2HostZone, ISinceClr4HostZone, ISyntaxHighlightingZone, ITextControlsZone, IToolsOptionsPageImplZone, IUnityPluginZone, IUnixHostZone, IWebPsiLanguageZone, IX64CpuArchitectureHostZone, NamingImplZone, NavigationZone, PsiFeaturesImplZone, ResultListImplZone, SweaZone, SymbolsImplZone]
22:20:12.208 |V| AddProductIdentityToLogs      | :1                 | Packages: (21pcs)[com.intellij.resharper.unity, JetBrains.ExternalAnnotations, JetBrains.Platform.Core.Ide, JetBrains.Platform.Core.IisExpress, JetBrains.Platform.Core.MsBuild, JetBrains.Platform.Core.Shell, JetBrains.Platform.Core.Text, JetBrains.Platform.Interop.CommandLine, JetBrains.Platform.Interop.dotMemoryUnit.Interop.Console, JetBrains.Platform.Interop.dotMemoryUnit.Interop.Ide, JetBrains.Platform.RdProtocol, JetBrains.Psi.Features.Core, JetBrains.Psi.Features.SolutionBuilder, JetBrains.Psi.Features.src, JetBrains.Psi.Features.Tasks, JetBrains.Psi.Features.UnitTesting, JetBrains.Psi.Features.Web.Core, JetBrains.ReSharperAutomationTools.src.CommandLineCore, JetBrains.ReSharperAutomationTools.src.Roslyn, JetBrains.Rider.RdBackend.Common, JetBrains.Rider.RiderFlow]
22:20:12.281 |V| LevelDbMapStats               | :1                 | Sid 1725827694: 'AssemblyNameAndId'
22:20:12.282 |V| LevelDbMapStats               | :1                 | Sid 1450203212: 'BundleAssemblyNameAndId'
22:20:12.285 |V| LevelDbMapStats               | :1                 | Sid 1016345249: 'PlatformIdCache'
22:20:12.287 |V| LevelDbMapStats               | :1                 | Sid 981704705: 'BundlePlatformIdCache'
22:20:12.288 |V| LevelDbMapStats               | :1                 | Sid 1841847556: 'ReferencesNameCache'
22:20:12.289 |V| LevelDbMapStats               | :1                 | Sid 429002406: 'BundleReferencesNameCache'
22:20:12.289 |V| LevelDbMapStats               | :1                 | Sid 144483022: 'AppHostTypeCache'
22:20:12.291 |V| LevelDbMapStats               | :1                 | Sid 1577326784: 'BundleHeaderCache'
22:20:12.292 |V| LevelDbMapStats               | :1                 | Sid 677005676: 'mvidToAssemblyNameRelations'
22:20:12.347 |V| UsageDbManager                | :1                 | STV.Started `UsageDbManager` in separate thread
22:20:12.350 |V| ActivityLogsSubmitter         | :1                 | STV.Started `ActivityLogsSubmitter` in separate thread
22:20:12.380 |V| ProcessDiagReporter           | :1                 | Failed to retrieve process info: Could not find a part of the path '/proc/2352/stat'.
22:20:12.565 |V| ComponentStorage              | :1                 | NullCheckPatterns created
22:20:12.566 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: NullCheckPatterns”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
22:20:12.567 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.NullCheckPatterns" time=0ms. Total: 0.9949ms
22:20:12.567 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[NullCheckPatterns]"  value=0ms
22:20:12.567 |V| ComponentStorage              | :1                 | <Measured> "Compose: NullCheckPatterns"  time=1ms
22:20:12.618 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:CSHARP created
22:20:12.630 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:CSHARP" time=0ms. Total: 0.0303ms
22:20:12.630 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:CSHARP]"  value=0ms
22:20:12.630 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:CSHARP"  time=4ms
22:20:12.630 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:CSHARP_XMLDOC created
22:20:12.639 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:CSHARP_XMLDOC" time=0ms. Total: 0.038ms
22:20:12.639 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:CSHARP_XMLDOC]"  value=0ms
22:20:12.639 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:CSHARP_XMLDOC"  time=7ms
22:20:12.639 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:ANY created
22:20:12.639 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:ANY" time=0ms. Total: 0.0281ms
22:20:12.640 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:ANY]"  value=0ms
22:20:12.640 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:ANY"  time=0ms
22:20:12.640 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:UNKNOWN created
22:20:12.641 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:UNKNOWN" time=0ms. Total: 0.0382ms
22:20:12.641 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:UNKNOWN]"  value=0ms
22:20:12.641 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:UNKNOWN"  time=0ms
22:20:12.641 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:UNMANAGED created
22:20:12.642 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:UNMANAGED" time=0ms. Total: 0.0289ms
22:20:12.642 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:UNMANAGED]"  value=0ms
22:20:12.642 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:UNMANAGED"  time=0ms
22:20:12.642 |V| ComponentStorage              | JetPool(S) #1:14   | PsiLanguageType:IL created
22:20:12.643 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Finish> "ComponentContainer.PsiLanguageType:IL" time=0ms. Total: 0.0326ms
22:20:12.643 |V| ComponentContainersStatistics | JetPool(S) #1:14   | <Measured> "ComponentContainer[PsiLanguageType:IL]"  value=0ms
22:20:12.643 |V| ComponentStorage              | JetPool(S) #1:14   | <Measured> "Compose: PsiLanguageType:IL"  time=0ms
